0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
60000,19
180000,20
180000,21
180000,22
180000,23
300000,24
360000,25
420000,26
420000,27
660000,28
660000,29
780000,30
1440000,31
1500000,32
2040000,31
2040000,30
2040000,29
2040000,28
2580000,29
2580000,30
2580000,31
2580000,32
3060000,31
3060000,30
3060000,29
3060000,28
3060000,27
3060000,26
3180000,25
3180000,24
3180000,23
3240000,22
3300000,21
3420000,20
3420000,19
3420000,18
3540000,17
3540000,16
3540000,15
3660000,16
3660000,17
3660000,18
3660000,19
3660000,20
3660000,21
3900000,22
3900000,23
4020000,24
4140000,25
4200000,26
4200000,27
4200000,28
4260000,29
4260000,30
4260000,31
4260000,32
4620000,31
4740000,30
4740000,29
4800000,30
4860000,31
4980000,32
5100000,31
5100000,30
5100000,29
5220000,28
5340000,27
5340000,26
5400000,27
5760000,28
5820000,29
5820000,30
5820000,31
5820000,32
6300000,31
6420000,30
7260000,31
7320000,32
8400000,31
8460000,30
8460000,29
8460000,28
8460000,27
8460000,26
8520000,25
8580000,24
8580000,23
9000000,24
9000000,25
9000000,26
9000000,27
9180000,28
9240000,29
9600000,30
9600000,31
9660000,32
9840000,31
10020000,32
10080000,31
10260000,32
10680000,31
10680000,30
10680000,29
10680000,28
10680000,27
10680000,26
10920000,25
10920000,24
10920000,23
11400000,24
11400000,25
11400000,26
11520000,25
11580000,26
11940000,27
11940000,28
11940000,29
11940000,30
11940000,31
12060000,32
13080000,31
13080000,30
13140000,31
13800000,30
14040000,31
14040000,32
14100000,31
14100000,30
14100000,29
14160000,28
14160000,27
14160000,26
14220000,25
14220000,24
14220000,23
14460000,24
14460000,25
14460000,26
14700000,25
14700000,24
14700000,23
15360000,24
15360000,25
15660000,24
15720000,25
15900000,24
16020000,23
16140000,22
16140000,21
16140000,20
16140000,19
16620000,20
16620000,21
16620000,22
16680000,23
16680000,24
16680000,25
16680000,26
16680000,27
16680000,28
16740000,29
16800000,30
16800000,31
16800000,32
16980000,31
16980000,30
16980000,29
16980000,28
16980000,27
16980000,26
17040000,27
17100000,26
17640000,27
17640000,28
17700000,29
17700000,30
17700000,31
17760000,32
17940000,31
18000000,32
18300000,31
18300000,30
18540000,31
18540000,32
20280000,31
20280000,30
20280000,29
20400000,28
20400000,27
20400000,26
20520000,25
20760000,24
20760000,23
20880000,22
21060000,23
21060000,24
21120000,25
21240000,24
21240000,23
21240000,22
21240000,21
21360000,20
21420000,21
21780000,22
21780000,23
21960000,24
21960000,25
21960000,26
21960000,27
21960000,28
21960000,29
21960000,30
22020000,31
22020000,32
22440000,31
22560000,32
22920000,31
22920000,30
22920000,29
23700000,30
23940000,31
23940000,32
24120000,31
24240000,30
24240000,29
24240000,28
24240000,27
24240000,26
24240000,25
24360000,24
24360000,23
24360000,22
24360000,21
24480000,20
24480000,19
24480000,18
24960000,19
24960000,20
24960000,21
25200000,22
25440000,21
25860000,22
25860000,23
25860000,24
25860000,25
25860000,26
25860000,27
25860000,28
25860000,29
26100000,30
26100000,31
26100000,32
26580000,31
26940000,30
26940000,29
26940000,28
26940000,27
27060000,26
27300000,25
27300000,24
27300000,23
27780000,22
27780000,21
28020000,20
28140000,19
28140000,18
29340000,19
29340000,20
29460000,21
29520000,22
29700000,23
29760000,24
30000000,23
30000000,22
30000000,21
30000000,20
30120000,19
30120000,18
30120000,17
30120000,16
30240000,15
30240000,14
30360000,13
30360000,12
30480000,11
30660000,12
30720000,13
30840000,12
30900000,13
31140000,14
31260000,15
31260000,16
31260000,17
31260000,18
31440000,19
31620000,18
31620000,17
31620000,16
31740000,15
32220000,16
32220000,17
32580000,18
32700000,17
32700000,16
32820000,15
32940000,14
33540000,15
33720000,16
33780000,17
33780000,18
34020000,19
34380000,18
34560000,19
35100000,18
35220000,17
35460000,16
35640000,17
35700000,18
36420000,17
36420000,16
36660000,15
36780000,14
39960000,13
40800000,12
40800000,11
40920000,10
